Repository,Commit Hash,Severity_High,Severity_Medium,Severity_Low,Confidence_High,Confidence_Medium,Confidence_Low,CWE_Counts
boto,d9af197801376fae178761cac12d57178a738cf4,14,529,554,576,490,31,"{""703"": 67, ""259"": 389, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 92, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,db7b1ae9f6d9e26facbb3da4cf5f5a513704bfe5,14,529,558,576,494,31,"{""703"": 67, ""259"": 393, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 92, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,dc69a63f844b2ef3bc3371edde91644cf0bef0ee,14,528,558,576,493,31,"{""703"": 67, ""259"": 393, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 91, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,df2c4952df6d93c575fb8a3c853dc9d4c2449f36,14,528,558,576,493,31,"{""703"": 67, ""259"": 393, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 91, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,e262d5355d82901f81fba6c7015643c2b87125bf,14,529,554,576,490,31,"{""703"": 67, ""259"": 389, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 92, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,e2a8f4dac8ed2b3667a4367756043b1e119f4ce2,14,529,558,576,494,31,"{""703"": 67, ""259"": 393, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 92, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,eb70aafdba18ac30e53056162c32ee6c21dea0b4,14,528,558,576,493,31,"{""703"": 67, ""259"": 393, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 91, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,efb7f9ced2dcf71294353596a265e3fd67faffeb,14,528,558,576,493,31,"{""703"": 67, ""259"": 393, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 91, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,efec74b90868c2e611f863bf4301d92ce08067e8,14,529,554,576,490,31,"{""703"": 67, ""259"": 389, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 92, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,f133285a9a7f3647fd55abc2e57b8a9a2c11ac94,14,529,554,576,490,31,"{""703"": 67, ""259"": 389, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 92, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,f609a2da868b2320ecdc0551df3cca360d5b5bc3,14,529,558,576,494,31,"{""703"": 67, ""259"": 393, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 92, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,f7017db92cee1536c014710f475a613792c1e4b5,14,528,558,576,493,31,"{""703"": 67, ""259"": 393, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 91, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
boto,fd3cfd80bebad292d639a03e58632e494369eb92,14,529,554,576,490,31,"{""703"": 67, ""259"": 389, ""838"": 3, ""80"": 68, ""79"": 193, ""327"": 9, ""89"": 92, ""502"": 114, ""330"": 12, ""78"": 50, ""605"": 6, ""20"": 55, ""400"": 2, ""377"": 29, ""22"": 7, ""732"": 1}"
scrapy,0a80871c3a2b353d870e337715bbbeedf6bc216e,33,31,1306,1351,18,1,"{""703"": 1193, ""78"": 68, ""20"": 9, ""259"": 10, ""330"": 36, ""22"": 2, ""327"": 20, ""377"": 1, ""502"": 23, ""319"": 6, ""605"": 2}"
scrapy,0d2d2892badb2b6f47c9b597564510871c7f1518,33,31,1306,1351,18,1,"{""703"": 1193, ""78"": 68, ""20"": 9, ""259"": 10, ""330"": 36, ""22"": 2, ""327"": 20, ""377"": 1, ""502"": 23, ""319"": 6, ""605"": 2}"
